,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
351,Hamed Junior Traorè,ci,MF,Bournemouth,23,2000,3,47,16,1.4,0.5,0,,0,3,16,7,0.00,0,1,-1,-1.91,-1.59,1.3,0.8,+0.5,+0.93,+1.00,Matches
352,Mathias Jørgensen,dk,DF,Brentford,33,1990,14,"1,087",78,31.8,12.1,12,90,11,2,4,23,0.57,16,24,-8,-0.66,-0.62,14.8,19.7,-4.9,-0.41,-0.68,Matches
353,Issa Kaboré,bf,DF,Luton Town,22,2001,24,"1,729",72,50.6,19.2,21,79,13,3,24,4,0.58,23,39,-16,-0.83,+0.07,18.2,36.8,-18.7,-0.97,-0.07,Matches
354,Sasa Kalajdzic,at,FW,Wolves,26,1997,11,166,15,4.9,1.8,1,60,0,10,11,9,1.09,6,2,+4,+2.17,+2.69,5.5,2.7,+2.8,+1.50,+2.16,Matches
355,Boubacar Kamara,fr,MF,Aston Villa,23,1999,20,"1,652",83,48.3,18.4,20,83,10,0,,0,2.05,36,22,+14,+0.76,+0.71,31.1,24.7,+6.4,+0.35,+0.50,Matches
356,Willy Kambwala,fr,DF,Manchester Utd,18,2004,8,330,41,9.6,3.7,3,88,2,5,13,8,1.00,5,10,-5,-1.36,-1.48,3.3,8.3,-5.0,-1.37,-1.16,Matches
357,Thomas Kaminski,be,GK,Luton Town,30,1992,38,"3,405",90,99.6,37.8,38,90,37,0,,0,0.68,52,85,-33,-0.87,-0.87,42.1,77.6,-35.4,-0.94,-0.34,Matches
358,Loris Karius,de,GK,Newcastle Utd,30,1993,1,90,90,2.6,1.0,1,90,1,0,,21,0.00,1,4,-3,-3.00,-3.70,0.2,2.8,-2.7,-2.69,-3.16,Matches
359,Leigh Kavanagh,ie,DF,Brighton,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
360,Michael Keane,eng,DF,Everton,30,1993,9,439,49,12.8,4.9,4,83,3,5,21,26,0.67,2,13,-11,-2.26,-2.26,5.6,10.2,-4.6,-0.95,-1.06,Matches
361,Thilo Kehrer,de,"DF,MF",West Ham,26,1996,4,22,6,0.6,0.2,0,,0,4,6,14,1.75,0,1,-1,-4.09,-3.75,0.5,0.5,+0.1,+0.29,+0.79,Matches
362,Caoimhín Kelleher,ie,GK,Liverpool,24,1998,10,900,90,26.3,10.0,10,90,10,0,,27,2.60,26,11,+15,+1.50,+0.43,25.7,10.3,+15.4,+1.54,+0.58,Matches
363,Lloyd Kelly,eng,DF,Bournemouth,24,1998,23,"1,559",68,45.6,17.3,17,83,12,6,25,0,1.13,22,32,-10,-0.58,-0.43,24.4,25.0,-0.6,-0.03,+0.04,Matches
364,Omari Kellyman,eng,FW,Aston Villa,17,2005,2,37,19,1.1,0.4,0,,0,2,19,10,0.00,0,1,-1,-2.43,-2.86,0.1,0.9,-0.9,-2.14,-2.25,Matches
365,Milos Kerkez,hu,DF,Bournemouth,19,2003,28,"1,970",70,57.6,21.9,22,83,11,6,25,3,1.14,25,37,-12,-0.55,-0.49,29.8,35.4,-5.6,-0.26,-0.47,Matches
366,Kaine Kesler-Hayden,eng,"MF,DF",Aston Villa,20,2002,3,6,2,0.2,0.1,0,,0,3,2,14,2.00,0,0,0,0.00,-0.40,0.0,0.1,-0.1,-1.66,-1.75,Matches
367,Gavin Kilkenny,ie,MF,Bournemouth,23,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
368,Max Kilman,eng,DF,Wolves,26,1997,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.21,50,65,-15,-0.39,,46.7,67.7,-21.0,-0.55,,Matches
369,Joshua King,eng,MF,Fulham,16,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
370,Tom King,wls,GK,Wolves,28,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
371,Jakub Kiwior,pl,DF,Arsenal,23,2000,20,946,47,27.7,10.5,11,80,7,9,7,18,2.65,39,8,+31,+2.95,+1.82,24.8,5.4,+19.4,+1.85,+0.80,Matches
372,Justin Kluivert,nl,"MF,FW",Bournemouth,24,1999,32,"1,916",60,56.0,21.3,26,68,0,6,24,6,1.22,29,23,+6,+0.28,+1.42,33.5,28.7,+4.9,+0.23,+0.65,Matches
373,Luca Koleosho,it,"MF,FW",Burnley,18,2004,15,974,65,28.5,10.8,13,69,0,2,38,0,0.47,11,23,-12,-1.11,-0.19,9.0,15.4,-6.5,-0.60,+0.26,Matches
374,Ibrahima Konaté,fr,DF,Liverpool,24,1999,22,"1,574",72,46.0,17.5,17,87,14,5,20,11,2.00,38,18,+20,+1.14,-0.08,41.3,21.9,+19.4,+1.11,+0.01,Matches
375,Ezri Konsa,eng,DF,Aston Villa,25,1997,35,"3,069",88,89.7,34.1,35,88,30,0,,0,1.77,68,54,+14,+0.41,+0.15,55.1,52.2,+2.9,+0.08,-0.05,Matches
376,Lewis Koumas,wls,MF,Liverpool,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
377,Cheikhou Kouyaté,sn,MF,Nott'ham Forest,33,1989,12,212,18,6.2,2.4,2,64,0,10,8,18,1.33,1,6,-5,-2.12,-1.76,1.4,5.9,-4.5,-1.91,-1.95,Matches
378,Mateo Kovačić,hr,MF,Manchester City,29,1994,30,"1,551",52,45.4,17.2,16,81,7,14,18,4,2.43,45,14,+31,+1.80,+0.31,35.7,14.4,+21.3,+1.24,+0.10,Matches
379,Emil Krafth,se,DF,Newcastle Utd,28,1994,17,913,54,26.7,10.1,8,90,8,9,21,11,1.71,26,15,+11,+1.08,+0.65,24.8,12.8,+12.0,+1.18,+1.09,Matches
380,Tim Krul,nl,GK,Luton Town,35,1988,0,,,,,0,,0,0,,37,,,,,,,,,,,,Matches
381,Mohammed Kudus,gh,"FW,MF",West Ham,22,2000,33,"2,484",75,72.6,27.6,27,88,18,6,17,0,1.30,42,61,-19,-0.69,-1.17,36.1,49.0,-12.9,-0.47,+0.09,Matches
382,Dejan Kulusevski,se,"FW,MF",Tottenham,23,2000,36,"2,762",77,80.8,30.7,31,85,21,5,26,0,1.72,57,46,+11,+0.36,+0.08,55.0,48.7,+6.3,+0.20,+0.41,Matches
383,Levi Laing,eng,DF,West Ham,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
384,Adam Lallana,eng,"MF,FW",Brighton,35,1988,25,850,34,24.9,9.4,13,53,0,12,13,8,1.24,12,13,-1,-0.11,+0.10,10.9,11.7,-0.8,-0.08,-0.16,Matches
385,Tariq Lamptey,gh,"DF,FW",Brighton,22,2000,19,914,48,26.7,10.2,10,67,1,9,27,0,1.32,12,20,-8,-0.79,-0.82,11.1,14.6,-3.5,-0.35,-0.53,Matches
386,Aymeric Laporte,es,DF,Manchester City,29,1994,1,12,12,0.4,0.1,0,,0,1,12,0,3.00,0,0,0,0.00,-1.64,0.1,0.1,+0.1,+0.57,-0.62,Matches
387,Yasser Larouci,dz,DF,Sheffield Utd,22,2001,11,531,48,15.5,5.9,6,61,0,5,33,23,0.18,5,11,-6,-1.02,+0.95,3.8,13.6,-9.9,-1.67,-0.78,Matches
388,Jamaal Lascelles,eng,DF,Newcastle Utd,29,1993,16,"1,080",68,31.6,12.0,13,80,9,3,15,10,1.44,23,15,+8,+0.67,+0.09,24.5,17.5,+7.1,+0.59,+0.30,Matches
389,Roméo Lavia,be,MF,Chelsea,19,2004,1,33,33,1.0,0.4,0,,0,1,33,1,3.00,1,0,+1,+2.73,+2.38,1.6,0.3,+1.3,+3.63,+3.23,Matches
390,Mario Lemina,ga,MF,Wolves,29,1993,35,"2,968",85,86.8,33.0,34,86,26,1,40,0,1.14,43,55,-12,-0.36,+0.23,40.5,59.0,-18.6,-0.56,-0.08,Matches
391,Noha Lemina,fr,FW,Wolves,18,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
392,Clément Lenglet,fr,DF,Aston Villa,28,1995,14,"1,153",82,33.7,12.8,14,82,11,0,,20,1.29,22,27,-5,-0.39,-1.18,20.4,23.4,-3.0,-0.23,-0.49,Matches
393,Bernd Leno,de,GK,Fulham,31,1992,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.24,55,61,-6,-0.16,,50.8,62.9,-12.1,-0.32,,Matches
394,Jefferson Lerma,co,"MF,DF",Crystal Palace,28,1994,28,"2,400",86,70.2,26.7,27,88,22,1,15,0,1.07,32,46,-14,-0.52,-1.67,31.7,37.5,-5.8,-0.22,-0.42,Matches
395,Rico Lewis,eng,"DF,MF",Manchester City,18,2004,16,809,51,23.7,9.0,8,83,4,8,19,22,2.25,26,9,+17,+1.89,+0.34,19.1,9.0,+10.1,+1.12,-0.08,Matches
396,Keane Lewis-Potter,eng,"FW,DF",Brentford,22,2001,30,"1,441",48,42.1,16.0,15,78,2,15,18,3,0.93,24,29,-5,-0.31,-0.13,26.4,20.9,+5.4,+0.34,+0.49,Matches
397,Myles Lewis-Skelly,eng,MF,Arsenal,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
398,Victor Lindelöf,se,DF,Manchester Utd,29,1994,19,"1,328",70,38.8,14.8,14,82,7,5,37,2,1.95,18,16,+2,+0.14,+0.26,24.7,26.0,-1.3,-0.09,+0.39,Matches
399,Valentino Livramento,eng,DF,Newcastle Utd,20,2002,26,"1,314",51,38.4,14.6,12,84,8,14,22,7,1.73,31,27,+4,+0.27,-0.54,29.7,28.5,+1.3,+0.09,-0.48,Matches
400,Giovani Lo Celso,ar,MF,Tottenham,27,1996,22,506,23,14.8,5.6,4,78,0,18,11,6,1.32,12,12,0,0.00,-0.40,12.6,12.5,+0.1,+0.02,-0.13,Matches
401,Tom Lockyer,wls,DF,Luton Town,28,1994,14,"1,169",84,34.2,13.0,14,84,10,0,,0,0.64,12,23,-11,-0.85,+0.03,12.7,27.0,-14.3,-1.10,-0.25,Matches
402,Andy Lonergan,ie,GK,Everton,39,1983,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
403,Sean Longstaff,eng,MF,Newcastle Utd,25,1997,35,"2,747",78,80.3,30.5,30,88,25,5,24,0,1.54,74,50,+24,+0.79,+0.92,61.9,50.4,+11.5,+0.38,-0.04,Matches
404,Max Lowe,eng,"DF,MF",Sheffield Utd,26,1997,10,503,50,14.7,5.6,4,71,1,6,37,3,0.70,6,12,-6,-1.07,+0.87,7.0,11.0,-4.0,-0.71,+0.35,Matches
405,Douglas Luiz,br,MF,Aston Villa,25,1998,35,"2,993",86,87.5,33.3,35,86,26,0,,0,1.69,65,57,+8,+0.24,-1.23,56.4,52.7,+3.7,+0.11,+0.18,Matches
406,Jayden Luker,eng,MF,Luton Town,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
407,Saša Lukić,rs,MF,Fulham,26,1996,24,"1,122",47,32.8,12.5,13,77,5,11,12,9,1.08,14,20,-6,-0.48,-0.48,16.7,22.6,-5.9,-0.47,-0.23,Matches
408,Ian Maatsen,nl,"FW,MF",Chelsea,21,2002,12,209,17,6.1,2.3,1,57,0,11,14,8,1.67,2,5,-3,-1.29,-1.77,4.5,5.2,-0.6,-0.28,-0.76,Matches
409,Alexis Mac Allister,ar,MF,Liverpool,24,1998,33,"2,599",79,76.0,28.9,31,83,17,2,17,0,2.15,62,34,+28,+0.97,-0.89,66.1,34.9,+31.2,+1.08,-0.11,Matches
410,James Maddison,eng,MF,Tottenham,26,1996,28,"2,135",76,62.4,23.7,26,80,4,2,29,0,1.86,46,31,+15,+0.63,+0.77,41.9,33.2,+8.7,+0.37,+0.64,Matches
411,Noni Madueke,eng,FW,Chelsea,21,2002,23,"1,053",46,30.8,11.7,13,70,2,10,14,10,1.74,28,19,+9,+0.77,+0.58,23.8,18.3,+5.6,+0.48,+0.06,Matches
412,Gabriel Magalhães,br,DF,Arsenal,25,1997,36,"3,044",85,89.0,33.8,34,89,32,2,13,2,2.36,78,26,+52,+1.54,-0.86,65.0,25.7,+39.3,+1.16,-0.98,Matches
413,Harry Maguire,eng,DF,Manchester Utd,30,1993,22,"1,653",75,48.3,18.4,18,88,17,4,20,3,1.68,33,29,+4,+0.22,+0.47,30.6,36.1,-5.5,-0.30,+0.05,Matches
414,Kobbie Mainoo,eng,MF,Manchester Utd,18,2005,24,"1,924",80,56.3,21.4,24,80,7,0,,5,1.50,33,31,+2,+0.09,+0.27,28.4,42.4,-14.0,-0.65,-0.74,Matches
415,Orel Mangala,be,MF,Nott'ham Forest,25,1998,20,"1,563",78,45.7,17.4,19,82,10,1,4,1,0.85,16,31,-15,-0.86,-0.72,17.3,24.7,-7.4,-0.43,-0.62,Matches
416,Javier Manquillo,es,DF,Newcastle Utd,29,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
417,Benson Manuel,ao,"MF,FW",Burnley,26,1997,8,116,15,3.4,1.3,1,45,0,7,10,13,0.13,0,5,-5,-3.88,-3.01,0.5,4.3,-3.8,-3.00,-2.29,Matches
418,Solly March,eng,"FW,DF",Brighton,29,1994,7,554,79,16.2,6.2,7,79,2,0,,1,1.43,13,11,+2,+0.32,+0.61,11.3,10.0,+1.2,+0.20,+0.19,Matches
419,Emiliano Marcondes,dk,"FW,MF",Bournemouth,28,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
420,Louie Marsh,eng,FW,Sheffield Utd,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
421,Callum Marshall,nir,FW,West Ham,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
422,Filip Marshall,eng,GK,Aston Villa,20,2003,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
423,Anthony Martial,fr,FW,Manchester Utd,27,1995,13,448,34,13.1,5.0,5,65,0,8,16,3,1.38,11,6,+5,+1.00,+1.19,7.5,8.0,-0.4,-0.09,+0.27,Matches
424,Gabriel Martinelli,br,FW,Arsenal,22,2001,35,"2,019",58,59.0,22.4,24,74,4,11,22,0,2.34,52,23,+29,+1.29,-0.83,43.8,14.5,+29.3,+1.30,+0.09,Matches
425,Emiliano Martínez,ar,GK,Aston Villa,30,1992,34,"3,015",89,88.2,33.5,34,89,33,0,,0,1.91,72,48,+24,+0.72,+2.72,58.8,49.8,+9.0,+0.27,+1.52,Matches
426,Lisandro Martínez,ar,DF,Manchester Utd,25,1998,11,646,59,18.9,7.2,8,74,2,3,19,0,1.82,12,12,0,0.00,+0.03,11.0,11.5,-0.5,-0.07,+0.32,Matches
427,Dominic Martins,pt,MF,Luton Town,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
428,Han-Noah Massengo,fr,"MF,DF",Burnley,22,2001,3,16,5,0.5,0.2,0,,0,3,5,5,0.33,2,0,+2,+11.25,+12.28,1.1,0.7,+0.4,+2.43,+3.23,Matches
429,Pape Matar Sarr,sn,MF,Tottenham,20,2002,34,"2,069",61,60.5,23.0,27,71,4,7,23,0,1.79,40,27,+13,+0.57,+0.57,37.6,34.2,+3.4,+0.15,+0.05,Matches
430,Jean-Philippe Mateta,fr,FW,Crystal Palace,26,1997,35,"2,282",65,66.7,25.4,25,83,13,10,21,2,1.23,46,44,+2,+0.08,+0.32,33.5,38.8,-5.3,-0.21,-0.35,Matches
431,Roshaun Mathurin,eng,FW,Crystal Palace,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
432,Joël Matip,cm,DF,Liverpool,31,1991,10,781,78,22.8,8.7,9,84,6,1,25,4,2.30,20,9,+11,+1.27,+0.11,16.6,11.3,+5.3,+0.61,-0.64,Matches
433,Alex Matos,eng,MF,Chelsea,18,2004,1,1,1,0.0,0.0,0,,0,1,1,12,3.00,0,0,0,0.00,-0.37,0.0,0.0,0.0,0.00,-0.43,Matches
434,Remi Matthews,eng,GK,Crystal Palace,29,1994,1,4,4,0.1,0.0,0,,0,1,4,28,0.00,0,1,-1,-22.50,-22.50,0.3,0.1,+0.2,+5.54,+5.64,Matches
435,Neal Maupay,fr,FW,Brentford,26,1996,29,"1,321",46,38.6,14.7,13,83,5,16,15,2,0.97,24,35,-11,-0.75,-0.84,24.1,25.1,-1.0,-0.07,-0.21,Matches
436,Neal Maupay,fr,FW,Everton,26,1996,2,111,56,3.2,1.2,1,71,0,1,40,1,0.00,0,2,-2,-1.62,-1.38,2.8,1.5,+1.3,+1.08,+1.15,Matches
437,Konstantinos Mavropanos,gr,DF,West Ham,25,1997,19,"1,500",79,43.9,16.7,16,88,15,3,30,10,1.32,27,27,0,0.00,+0.66,23.7,29.4,-5.7,-0.34,+0.27,Matches
438,Kevin Mbabu,ch,DF,Fulham,28,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
439,Bryan Mbeumo,cm,FW,Brentford,23,1999,25,"1,960",78,57.3,21.8,22,87,18,3,17,0,1.28,37,31,+6,+0.28,+1.20,36.2,28.3,+8.0,+0.37,+0.72,Matches
440,James Mcatee,eng,"MF,FW",Sheffield Utd,20,2002,30,"1,822",61,53.3,20.2,20,78,7,10,25,2,0.50,19,65,-46,-2.27,-0.98,21.8,39.9,-18.0,-0.89,+0.25,Matches
441,James Mcatee,eng,MF,Manchester City,20,2002,1,1,1,0.0,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,-1.63,0.0,0.0,0.0,+3.22,+2.04,Matches
442,John Mcatee,eng,"FW,MF",Luton Town,24,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
443,Oliver McBurnie,sct,FW,Sheffield Utd,27,1996,21,"1,280",61,37.4,14.2,15,75,6,6,25,3,0.29,20,40,-20,-1.41,+0.65,18.2,25.8,-7.6,-0.53,+0.76,Matches
444,James McConnell,eng,MF,Liverpool,18,2004,3,4,1,0.1,0.0,0,,0,3,1,15,3.00,1,0,+1,+22.50,+21.34,0.2,0.0,+0.2,+3.67,+2.57,Matches
445,Jamie McDonnell,nir,MF,Nott'ham Forest,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
446,John McGinn,sct,"MF,FW",Aston Villa,28,1994,35,"2,999",86,87.7,33.3,35,86,24,0,,0,1.83,68,52,+16,+0.48,+0.69,56.6,48.6,+8.0,+0.24,+1.22,Matches
447,Callan Mckenna,sct,GK,Bournemouth,16,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
448,Scott McKenna,sct,DF,Nott'ham Forest,26,1996,5,416,83,12.2,4.6,5,83,4,0,,1,1.40,7,6,+1,+0.22,+0.79,5.0,5.7,-0.7,-0.14,-0.06,Matches
449,Dwight McNeil,eng,"MF,FW",Everton,23,1999,35,"2,892",83,84.6,32.1,33,86,24,2,22,0,1.37,37,39,-2,-0.06,+1.47,43.3,44.6,-1.3,-0.04,-0.06,Matches
450,Scott McTominay,sct,"MF,FW",Manchester Utd,26,1996,32,"1,901",59,55.6,21.1,18,88,16,14,23,2,1.81,31,30,+1,+0.05,+0.17,31.7,39.5,-7.8,-0.37,-0.09,Matches
451,Ben Mee,eng,DF,Brentford,33,1989,16,"1,272",80,37.2,14.1,15,85,11,1,1,2,0.81,16,26,-10,-0.71,-0.75,18.6,23.8,-5.2,-0.37,-0.68,Matches
452,Dermot Mee,nir,GK,Manchester Utd,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
453,Hannibal Mejbri,tn,"MF,FW",Manchester Utd,20,2003,5,133,27,3.9,1.5,1,90,1,4,11,9,2.00,2,1,+1,+0.68,+0.73,1.4,3.0,-1.6,-1.10,-0.81,Matches
454,Teden Mengi,eng,DF,Luton Town,21,2002,30,"2,469",82,72.2,27.4,28,86,25,2,34,3,0.73,37,59,-22,-0.80,+0.24,27.3,54.7,-27.4,-1.00,-0.23,Matches
455,Chris Mepham,wls,DF,Bournemouth,25,1997,10,617,62,18.0,6.9,6,83,5,4,31,14,1.60,13,16,-3,-0.44,-0.12,11.9,9.7,+2.3,+0.33,+0.47,Matches
